web-scraper-order,web-scraper-start-url,categories,categories-href,show_all,show_all-href,title,pagination,pagination-href
"1547145167-809","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","LEXIBOOK DJ014 D PRINCESS Rosa","",""
"1547145232-1124","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","DOVE DEO STICK PEAR ML30","",""
"1547145250-1317","https://www.trovaprezzi.it/categorie.aspx","Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma.aspx","Vedi tutte le offerte in Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma_1.aspx","","18","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma_18.aspx"
"1547145123-578","https://www.trovaprezzi.it/categorie.aspx","Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi.aspx","Vedi tutte le offerte in Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_1.aspx","Bacardi Rum Rum Bacardi Riserva 8 Anni 5 Cl","",""
"1547145246-1251","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","XCSOURCE SQ8 mini videocamera digitale HD 1080P DVR della videocamera 12MP DVR Dash Cam Night Vision Camcorder Supprot TF RC603","",""
"1547145292-1521","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","VALEX Ricambio molla di ritorno per scalpello pneumatico valex 1960459","",""
"1547145096-489","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","Banda reversibile in vinile Les Georgettes. Inserto di colore Bordeaux/Blu Jeans che veste l'anello di 12mm","",""
"1547145242-1227","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","","8","https://www.trovaprezzi.it/prezzi_home-theater_8.aspx"
"1547145314-1715","https://www.trovaprezzi.it/categorie.aspx","Forni","https://www.trovaprezzi.it/prezzi_forni-microonde.aspx","Vedi tutte le offerte in Forni","https://www.trovaprezzi.it/prezzi_forni-microonde_1.aspx","","16","https://www.trovaprezzi.it/prezzi_forni-microonde_16.aspx"
"1547145219-1044","https://www.trovaprezzi.it/categorie.aspx","Borse","https://www.trovaprezzi.it/prezzi_borse-zaini.aspx","Vedi tutte le offerte in Borse","https://www.trovaprezzi.it/prezzi_borse-zaini_1.aspx","Coca Cola Cover Unisex Bianco","",""
"1547145242-1202","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","HP Speaker Bar per LCD","",""
"1547145096-517","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","","18","https://www.trovaprezzi.it/prezzi_anelli_18.aspx"
"1547145175-841","https://www.trovaprezzi.it/categorie.aspx","Console Giochi","https://www.trovaprezzi.it/prezzi_console.aspx","Vedi tutte le offerte in Console Giochi","https://www.trovaprezzi.it/prezzi_console_1.aspx","My Arcade Gaming Console con Gioco RETROPLAY CONTROLLER Rosso/Nero D-GUN 2579","",""
"1547145258-1328","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","BOLERO Powdered Drinks ICE TEA - preparato per bevanda istantanea in bustina da 8g - LEMON (the freddo al limone)","",""
"1547145302-1607","https://www.trovaprezzi.it/categorie.aspx","Tablet","https://www.trovaprezzi.it/prezzi_tablet.aspx","Vedi tutte le offerte in Tablet","https://www.trovaprezzi.it/prezzi_tablet_1.aspx","i-INN TABLET I INN PRO 9.0 DC","",""
"1547145307-1650","https://www.trovaprezzi.it/categorie.aspx","Notebook","https://www.trovaprezzi.it/prezzi_notebook.aspx","Vedi tutte le offerte in Notebook","https://www.trovaprezzi.it/prezzi_notebook_1.aspx","MEDIACOM Notebook SmartBook 130 Monitor 13.3'' Full HD Intel Atom x5 Z8350 Quad Core Ram 4GB SSD 32GB 1xUSB 3.0 Windows 10 Home","",""
"1547145219-1075","https://www.trovaprezzi.it/categorie.aspx","Borse","https://www.trovaprezzi.it/prezzi_borse-zaini.aspx","Vedi tutte le offerte in Borse","https://www.trovaprezzi.it/prezzi_borse-zaini_1.aspx","","16","https://www.trovaprezzi.it/prezzi_borse-zaini_16.aspx"
"1547145219-1072","https://www.trovaprezzi.it/categorie.aspx","Borse","https://www.trovaprezzi.it/prezzi_borse-zaini.aspx","Vedi tutte le offerte in Borse","https://www.trovaprezzi.it/prezzi_borse-zaini_1.aspx","","13","https://www.trovaprezzi.it/prezzi_borse-zaini_13.aspx"
"1547145227-1102","https://www.trovaprezzi.it/categorie.aspx","Prodotti per il Corpo","https://www.trovaprezzi.it/prezzi_prodotti-corpo.aspx","Vedi tutte le offerte in Prodotti per il Corpo","https://www.trovaprezzi.it/prezzi_prodotti-corpo_1.aspx","","3","https://www.trovaprezzi.it/prezzi_prodotti-corpo_3.aspx"
"1547145302-1618","https://www.trovaprezzi.it/categorie.aspx","Tablet","https://www.trovaprezzi.it/prezzi_tablet.aspx","Vedi tutte le offerte in Tablet","https://www.trovaprezzi.it/prezzi_tablet_1.aspx","Archos Tablet Archos Xenon 70 Color Xenon 7 3G 8GB Android 3 Back-Cover [503179]","",""
"1547145128-622","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","","3","https://www.trovaprezzi.it/prezzi_vini_3.aspx"
"1547145323-1767","https://www.trovaprezzi.it/categorie.aspx","Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori.aspx","Vedi tutte le offerte in Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_1.aspx","Adriatic Frigorifero termico Adriatic Coolbox rattan arancio l 24","",""
"1547145292-1540","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","Beta Estrattori Conici Per Viti E Prigionieri Destrorsi Danneggiati In Acciaio Legato, M 8÷11","",""
"1547145319-1755","https://www.trovaprezzi.it/categorie.aspx","Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici.aspx","Vedi tutte le offerte in Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici_1.aspx","","16","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici_16.aspx"
"1547145140-699","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","OLIVIA Orologio OLIVIA OLW05 bambina DANCE NANDIDA.com","",""
"1547145236-1172","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","Arkofarm Lecca Lecca Ape Maia Vitamina C 6 G 1 Pezzo","",""
"1547145211-1002","https://www.trovaprezzi.it/categorie.aspx","Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici.aspx","Vedi tutte le offerte in Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici_1.aspx","SEMI-PRO TR 13 4.00 0 12 Schl?uche","",""
"1547145219-1065","https://www.trovaprezzi.it/categorie.aspx","Borse","https://www.trovaprezzi.it/prezzi_borse-zaini.aspx","Vedi tutte le offerte in Borse","https://www.trovaprezzi.it/prezzi_borse-zaini_1.aspx","","6","https://www.trovaprezzi.it/prezzi_borse-zaini_6.aspx"
"1547145107-524","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","OCCHIALI DA SOLE DONNA DISPONIBILE IN 2 COLORI NERO E MARRONE LEOPARDATO","",""
"1547145232-1128","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","Manetti l roberts h c Borotalco roberts busta 100 g NANDIDA.com","",""
"1547145319-1759","https://www.trovaprezzi.it/categorie.aspx","Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici.aspx","Vedi tutte le offerte in Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici_1.aspx","","20","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici_20.aspx"
"1547145227-1085","https://www.trovaprezzi.it/categorie.aspx","Prodotti per il Corpo","https://www.trovaprezzi.it/prezzi_prodotti-corpo.aspx","Vedi tutte le offerte in Prodotti per il Corpo","https://www.trovaprezzi.it/prezzi_prodotti-corpo_1.aspx","ARTSANA Sir Pic 2,5ml S/ago 1pz","",""
"1547145123-564","https://www.trovaprezzi.it/categorie.aspx","Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi.aspx","Vedi tutte le offerte in Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_1.aspx","Fever-Tree Sicilian Lemonade 20cl","",""
"1547145167-812","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","Lexibook Fotocamera Lexibook Spider,am [LEDJ028SP]","",""
"1547145246-1271","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","","12","https://www.trovaprezzi.it/prezzi_videocamere-digitali_12.aspx"
"1547145250-1305","https://www.trovaprezzi.it/categorie.aspx","Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma.aspx","Vedi tutte le offerte in Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma_1.aspx","","6","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma_6.aspx"
"1547145140-681","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","CONTA PERSONE PASSI MANO PEDOMETRO CONTAPASSI DA DITO CONTEGGI ELETTRONICA","",""
"1547145096-488","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","Banda reversibile in vinile Les Georgettes. Inserto di colore Vernice Crema/Paillettes Dorate che veste l'anello di 12mm","",""
"1547145236-1175","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","ARKOFARM Lecca Lecca Ape Maia Con Vitamina C 1 Pezzo","",""
"1547145219-1042","https://www.trovaprezzi.it/categorie.aspx","Borse","https://www.trovaprezzi.it/prezzi_borse-zaini.aspx","Vedi tutte le offerte in Borse","https://www.trovaprezzi.it/prezzi_borse-zaini_1.aspx","decoration gruop s.r.l: borsa in tnt portapanettone 25x25x33 cm oro lucido","",""
"1547145096-493","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","Banda reversibile in vinile Les Georgettes. Inserto di colore Pino/Blu Klein che veste l'anello di 12mm di larghezza","",""
"1547145190-955","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","","16","https://www.trovaprezzi.it/prezzi_seggiolini-auto_16.aspx"
"1547145292-1547","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","","8","https://www.trovaprezzi.it/prezzi_elettroutensili_8.aspx"
"1547145298-1582","https://www.trovaprezzi.it/categorie.aspx","Stampanti","https://www.trovaprezzi.it/prezzi_stampanti.aspx","Vedi tutte le offerte in Stampanti","https://www.trovaprezzi.it/prezzi_stampanti_1.aspx","","3","https://www.trovaprezzi.it/prezzi_stampanti_3.aspx"
"1547145242-1215","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","Bose 802171-0020 supporto da parete per casse acustiche Acciaio Bianco","",""
"1547145323-1771","https://www.trovaprezzi.it/categorie.aspx","Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori.aspx","Vedi tutte le offerte in Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_1.aspx","Giostyle Frigo termico GioStyle fiesta l 30 [GIOSTYLE]","",""
"1547145128-630","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","","11","https://www.trovaprezzi.it/prezzi_vini_11.aspx"
"1547145154-726","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","DISUGUAL NATURAL SNACK STICK MONOPROTEICO MAIALE 10 GR","",""
"1547145286-1514","https://www.trovaprezzi.it/categorie.aspx","Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina.aspx","Vedi tutte le offerte in Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_1.aspx","","15","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_15.aspx"
"1547145154-746","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","","7","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_7.aspx"
"1547145140-709","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","","10","https://www.trovaprezzi.it/prezzi_orologi-polso_10.aspx"
"1547145075-401","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","Martin & Co. Chitarre M10","",""
"1547145298-1599","https://www.trovaprezzi.it/categorie.aspx","Stampanti","https://www.trovaprezzi.it/prezzi_stampanti.aspx","Vedi tutte le offerte in Stampanti","https://www.trovaprezzi.it/prezzi_stampanti_1.aspx","","20","https://www.trovaprezzi.it/prezzi_stampanti_20.aspx"
"1547145277-1472","https://www.trovaprezzi.it/categorie.aspx","Cellulari","https://www.trovaprezzi.it/prezzi_cellulari.aspx","Vedi tutte le offerte in Cellulari","https://www.trovaprezzi.it/prezzi_cellulari_1.aspx","","13","https://www.trovaprezzi.it/prezzi_cellulari_13.aspx"
"1547145246-1278","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","","19","https://www.trovaprezzi.it/prezzi_videocamere-digitali_19.aspx"
"1547145175-856","https://www.trovaprezzi.it/categorie.aspx","Console Giochi","https://www.trovaprezzi.it/prezzi_console.aspx","Vedi tutte le offerte in Console Giochi","https://www.trovaprezzi.it/prezzi_console_1.aspx","Atari Console retro Atari TV Joystick incl. giochi installati [FG-BATV-CON-E]","",""
"1547145258-1327","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","BOLERO Powdered Drinks Classic - preparato per bevanda istantanea in bustina da 9g - HONEY MELON (Melone verde)","",""
"1547145179-911","https://www.trovaprezzi.it/categorie.aspx","Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli.aspx","Vedi tutte le offerte in Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli_1.aspx","","12","https://www.trovaprezzi.it/prezzi_giocattoli_12.aspx"
"1547145140-715","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","","16","https://www.trovaprezzi.it/prezzi_orologi-polso_16.aspx"
"1547145242-1206","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","Trust 22015 lino soundbar speaker wireless bluetooth colore grigio","",""
"1547145107-523","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","OCCHIALI DA SOLE BAMBINI BIMBI CON CUSTODIA RIGIDA IN VARI COLORI","",""
"1547145075-404","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","D'Addario Chitarre PL011","",""
